P3A12_1_9;Oligopeptide transport system permease protein OppC
P3A6_1_9;Oligopeptide transport system permease protein OppC
P3A8_1_7;Oligopeptide transport system permease protein OppC
T1C3_1_6;Oligopeptide transport system permease protein OppC
T1D8_2;Oligopeptide transport system permease protein OppC
T1F9_1_2;Oligopeptide transport system permease protein OppC
T2B7_1_4;Oligopeptide transport system permease protein OppC
T2D9_1_8;Oligopeptide transport system permease protein OppC
T2E1_1_3;Oligopeptide transport system permease protein OppC
T2F11_1_6;Oligopeptide transport system permease protein OppC
T3B8_1_3;Oligopeptide transport system permease protein OppC
P1A10_1_11;Oligopeptide-binding protein OppA
P1A1_1_10;Oligopeptide-binding protein OppA
P1A4_1_9;Oligopeptide-binding protein OppA
P1A4_2_2;Oligopeptide-binding protein OppA
P1A8_1_8;Oligopeptide-binding protein OppA
P1D11_1_5;Oligopeptide-binding protein OppA
P1E11_1_4;Oligopeptide-binding protein OppA
P1E1_1_9;Oligopeptide-binding protein OppA
P1E4_1_4;Oligopeptide-binding protein OppA
P1F12_1_3;Oligopeptide-binding protein OppA
P1F7_1_10;Oligopeptide-binding protein OppA
P1G10_1;Oligopeptide-binding protein OppA
P1G2_1_3;Oligopeptide-binding protein OppA
P1G3_1;Oligopeptide-binding protein OppA
P2A8_1_9;Oligopeptide-binding protein OppA
P2B4_1_2;Oligopeptide-binding protein OppA
P2E4_1_3;Oligopeptide-binding protein OppA
P2E4_2;Oligopeptide-binding protein OppA
P2G10_2;Oligopeptide-binding protein OppA
T1A3_2;Oligopeptide-binding protein OppA
T1C3_1_7;Oligopeptide-binding protein OppA
T1F10_1_10;Oligopeptide-binding protein OppA
T1F9_1_3;Oligopeptide-binding protein OppA
T1G1_2;Oligopeptide-binding protein OppA
T2A2_1_8;Oligopeptide-binding protein OppA
T2A7_1_3;Oligopeptide-binding protein OppA
T2B4_1;Oligopeptide-binding protein OppA
T2D9_1_9;Oligopeptide-binding protein OppA
T2E12_1;Oligopeptide-binding protein OppA
T2F11_1_7;Oligopeptide-binding protein OppA
T2F6_1_6;Oligopeptide-binding protein OppA
T2H3_1_8;Oligopeptide-binding protein OppA
T2H5_1_3;Oligopeptide-binding protein OppA
P1A10_1_12;Dipeptide transport ATP-binding protein DppD
P1A1_1_11;Dipeptide transport ATP-binding protein DppD
P1A4_1_10;Dipeptide transport ATP-binding protein DppD
P1A6_1_8;Dipeptide transport ATP-binding protein DppD
P1D11_1_6;Dipeptide transport ATP-binding protein DppD
P1E1_1_10;Dipeptide transport ATP-binding protein DppD
P1E7_1_10;Dipeptide transport ATP-binding protein DppD
P1F12_1_4;Dipeptide transport ATP-binding protein DppD
P1G10_1_2;Dipeptide transport ATP-binding protein DppD
P2A4_1;Dipeptide transport ATP-binding protein DppD
P1A10_1_13;Dipeptide transport ATP-binding protein DppF
P1A1_1_12;Dipeptide transport ATP-binding protein DppF
P1A4_1_11;Dipeptide transport ATP-binding protein DppF
P1A8_1_9;Dipeptide transport ATP-binding protein DppF
P1E11_1_5;Dipeptide transport ATP-binding protein DppF
P1F7_1_11;Dipeptide transport ATP-binding protein DppF
P1G3_1_2;Dipeptide transport ATP-binding protein DppF
P1G6_1_2;Dipeptide transport ATP-binding protein DppF
P2B2_1_10;Dipeptide transport ATP-binding protein DppF
P2B3_1_3;Dipeptide transport ATP-binding protein DppF
T1C3_1_8;Dipeptide transport ATP-binding protein DppF
T2C7_1_4;Dipeptide transport ATP-binding protein DppF
T2D9_1_10;Dipeptide transport ATP-binding protein DppF
P1A10_1_14;Dipeptide transport system permease protein DppB
P1A1_1_13;Dipeptide transport system permease protein DppB
P1A4_1_12;Dipeptide transport system permease protein DppB
P1A6_1_9;Dipeptide transport system permease protein DppB
P1A8_1_10;Dipeptide transport system permease protein DppB
P1E1_1_11;Dipeptide transport system permease protein DppB
P1F8_1_8;Dipeptide transport system permease protein DppB
T1A11_1_2;Dipeptide transport system permease protein DppB
T1C3_1_9;Dipeptide transport system permease protein DppB
T1F10_1_11;Dipeptide transport system permease protein DppB
T2F11_1_8;Dipeptide transport system permease protein DppB
P1A10_1_15;Dipeptide transport system permease protein DppC
P1A1_1_14;Dipeptide transport system permease protein DppC
P1A4_1_13;Dipeptide transport system permease protein DppC
P1A6_1_10;Dipeptide transport system permease protein DppC
P1D11_1_7;Dipeptide transport system permease protein DppC
P1E11_1_6;Dipeptide transport system permease protein DppC
P1E1_1_12;Dipeptide transport system permease protein DppC
P1E7_1_11;Dipeptide transport system permease protein DppC
P1F7_1_12;Dipeptide transport system permease protein DppC
P1G3_1_3;Dipeptide transport system permease protein DppC
T1F10_1_12;Dipeptide transport system permease protein DppC
T1G1_1_4;Dipeptide transport system permease protein DppC
T2D9_1_11;Dipeptide transport system permease protein DppC
T2F11_1_9;Dipeptide transport system permease protein DppC
P1A10_1_16;Di-/tripeptide transporter
P1A1_1_15;Di-/tripeptide transporter
P1A4_1_14;Di-/tripeptide transporter
P1E11_1_7;Di-/tripeptide transporter
P1E7_1_12;Di-/tripeptide transporter
P1F3_1_4;Di-/tripeptide transporter
P1F7_1_13;Di-/tripeptide transporter
P1F8_1_9;Di-/tripeptide transporter
P2B2_1_11;Di-/tripeptide transporter
P2G10_1_6;Di-/tripeptide transporter
T1F10_1_13;Di-/tripeptide transporter
T1F9_1_4;Di-/tripeptide transporter
T2F11_1_10;Di-/tripeptide transporter
P1A10_1_17;Amino acid permease
P1A10_2_2;Amino acid permease
P1A1_1_16;Amino acid permease
P1A1_2_2;Amino acid permease
P1A4_1_15;Amino acid permease
P1A4_2_3;Amino acid permease
P1A4_3;Amino acid permease
P1A6_1_11;Amino acid permease
P1A6_2_2;Amino acid permease
P1A6_3;Amino acid permease
P1A8_1_11;Amino acid permease
P1D11_2_2;Amino acid permease
P1D11_3;Amino acid permease
P1E11_1_8;Amino acid permease
P1E11_2_2;Amino acid permease
P1E1_1_13;Amino acid permease
P1E1_2_2;Amino acid permease
P1E7_1_13;Amino acid permease
P1E7_2_2;Amino acid permease
P1E7_3;Amino acid permease
P1F10_1_3;Amino acid permease
P1F12_2_2;Amino acid permease
P1F7_1_14;Amino acid permease
P1F7_2_2;Amino acid permease
P1F8_1_10;Amino acid permease
P1F8_2_2;Amino acid permease
P1G10_2_2;Amino acid permease
P1G10_3;Amino acid permease
P1G2_2;Amino acid permease
P1G6_4;Amino acid permease
P2A10_1;Amino acid permease
P2A4_1_2;Amino acid permease
P2A8_1_10;Amino acid permease
P2A8_2;Amino acid permease
P2B2_1_12;Amino acid permease
P2B2_2;Amino acid permease
P2F1_2_2;Amino acid permease
P2F5_1_2;Amino acid permease
P2G10_3;Amino acid permease
P3A10_1_9;Amino acid permease
P3A10_2_3;Amino acid permease
P3A11_1_10;Amino acid permease
P3A12_1_10;Amino acid permease
P3A6_1_10;Amino acid permease
P3A6_2_2;Amino acid permease
P3A7_1_5;Amino acid permease
T1C3_1_10;Amino acid permease
T1C3_2;Amino acid permease
T1D2_2;Amino acid permease
T1D2_3;Amino acid permease
T1E6_2;Amino acid permease
T1F10_1_14;Amino acid permease
T1F10_2_2;Amino acid permease
T1F3_1;Amino acid permease
T1F3_2;Amino acid permease
T1F9_1_5;Amino acid permease
T1F9_2_3;Amino acid permease
T2A2_1_9;Amino acid permease
T2A2_2;Amino acid permease
T2A2_3;Amino acid permease
T2A2_4;Amino acid permease
T2B4_4;Amino acid permease
T2D9_1_12;Amino acid permease
T2D9_2_2;Amino acid permease
T2F11_2_2;Amino acid permease
T2F6_3;Amino acid permease
T2G11_1_4;Amino acid permease
T2G3_1;Amino acid permease
T2H3_1_9;Amino acid permease
T2H3_2;Amino acid permease
T2H3_3;Amino acid permease
T2H3_4;Amino acid permease
T2H4_1_3;Amino acid permease
T3A1_1_6;Amino acid permease
T3B8_2_2;Amino acid permease
P1A10_1_18;Branched-chain amino acid permease BcaP
P1A1_1_17;Branched-chain amino acid permease BcaP
P1A4_1_16;Branched-chain amino acid permease BcaP
P1A6_1_12;Branched-chain amino acid permease BcaP
P1A8_1_12;Branched-chain amino acid permease BcaP
P1E7_1_14;Branched-chain amino acid permease BcaP
P1F12_1_5;Branched-chain amino acid permease BcaP
P1F8_1_11;Branched-chain amino acid permease BcaP
P1G6_1_3;Branched-chain amino acid permease BcaP
P1G9_1_2;Branched-chain amino acid permease BcaP
P2A8_1_11;Branched-chain amino acid permease BcaP
P2B2_1_13;Branched-chain amino acid permease BcaP
P2G10_1_7;Branched-chain amino acid permease BcaP
T1C3_1_11;Branched-chain amino acid permease BcaP
T1F10_1_15;Branched-chain amino acid permease BcaP
T1G5_1;Branched-chain amino acid permease BcaP
T2D9_1_13;Branched-chain amino acid permease BcaP
T2E1_1_4;Branched-chain amino acid permease BcaP
T2F11_1_11;Branched-chain amino acid permease BcaP
P3A11_1_11;Branched-chain amino acid ABC transporter permease protein
P1A10_1_19;Branched-chain amino acid ABC transporter
P1A1_1_18;Branched-chain amino acid ABC transporter
P1A6_1_13;Branched-chain amino acid ABC transporter
P1A8_1_13;Branched-chain amino acid ABC transporter
P1E11_1_9;Branched-chain amino acid ABC transporter
P1F8_1_12;Branched-chain amino acid ABC transporter
P1G11_1_3;Branched-chain amino acid ABC transporter
P2A8_1_12;Branched-chain amino acid ABC transporter
P2B2_1_14;Branched-chain amino acid ABC transporter
T1C3_1_12;Branched-chain amino acid ABC transporter
T1F9_1_6;Branched-chain amino acid ABC transporter
P2B9_1_3;Branched-chain amino acid transport protein
T2A2_1_10;Branched-chain amino acid transport protein
T2E12_1_2;Branched-chain amino acid transport protein
T2H3_1_10;Branched-chain amino acid transport protein
P1A10_1_20;Aromatic amino acid permease FywP
P1A1_1_19;Aromatic amino acid permease FywP
P1A4_1_17;Aromatic amino acid permease FywP
P1A8_1_14;Aromatic amino acid permease FywP
P1B9_1;Aromatic amino acid permease FywP
P1D11_1_8;Aromatic amino acid permease FywP
P1E11_1_10;Aromatic amino acid permease FywP
P1E1_1_14;Aromatic amino acid permease FywP
P1E7_1_15;Aromatic amino acid permease FywP
P1F12_1_6;Aromatic amino acid permease FywP
P1F7_1_15;Aromatic amino acid permease FywP
P1G10_1_3;Aromatic amino acid permease FywP
P1G2_1_4;Aromatic amino acid permease FywP
P2F4_1_2;Aromatic amino acid permease FywP
T1C3_1_13;Aromatic amino acid permease FywP
T1F10_1_16;Aromatic amino acid permease FywP
T1G7_1;Aromatic amino acid permease FywP
T2D9_1_14;Aromatic amino acid permease FywP
T2E1_1_5;Aromatic amino acid permease FywP
P1A1_1_20;Dihydroxy-acid dehydratase
P1A4_1_18;Dihydroxy-acid dehydratase
P1A6_1_14;Dihydroxy-acid dehydratase
P1A8_1_15;Dihydroxy-acid dehydratase
P1D11_1_9;Dihydroxy-acid dehydratase
P1E12_1_2;Dihydroxy-acid dehydratase
P1E1_1_15;Dihydroxy-acid dehydratase
P1E7_1_16;Dihydroxy-acid dehydratase
P1F12_1_7;Dihydroxy-acid dehydratase
P1F3_1_5;Dihydroxy-acid dehydratase
P1F7_1_16;Dihydroxy-acid dehydratase
P1G2_1_5;Dihydroxy-acid dehydratase
P2A10_1_2;Dihydroxy-acid dehydratase
P2A8_1_13;Dihydroxy-acid dehydratase
P2A8_2_2;Dihydroxy-acid dehydratase
P2B1_1_3;Dihydroxy-acid dehydratase
P2B2_1_15;Dihydroxy-acid dehydratase
P2B2_2_2;Dihydroxy-acid dehydratase
P2B4_1_3;Dihydroxy-acid dehydratase
P2C4_1_2;Dihydroxy-acid dehydratase
P2E10_1_3;Dihydroxy-acid dehydratase
P2G3_1_2;Dihydroxy-acid dehydratase
P3A11_1_12;Dihydroxy-acid dehydratase
P3A12_1_11;Dihydroxy-acid dehydratase
P3A12_2_2;Dihydroxy-acid dehydratase
P3A6_1_11;Dihydroxy-acid dehydratase
P3A7_1_6;Dihydroxy-acid dehydratase
T1C3_1_14;Dihydroxy-acid dehydratase
T1F10_1_17;Dihydroxy-acid dehydratase
T1F3_1_2;Dihydroxy-acid dehydratase
T1F7_1_5;Dihydroxy-acid dehydratase
T1F9_1_7;Dihydroxy-acid dehydratase
T2A2_1_11;Dihydroxy-acid dehydratase
T2D8_1;Dihydroxy-acid dehydratase
T2D9_1_15;Dihydroxy-acid dehydratase
T2E1_1_6;Dihydroxy-acid dehydratase
T2E1_2;Dihydroxy-acid dehydratase
T2G11_1_5;Dihydroxy-acid dehydratase
T2G11_2_2;Dihydroxy-acid dehydratase
T2H3_1_11;Dihydroxy-acid dehydratase
T2H5_2;Dihydroxy-acid dehydratase
T3A1_1_7;Dihydroxy-acid dehydratase
T3A2_1;Dihydroxy-acid dehydratase
